issuekey,title,description,component,Altmetrics,Audio Solution Pack,BagIt,Basic Image Solution Pack,Batch,Batch Ingest Module 6.x (Deprecated),Book Batch,Book Solution Pack,Bookmark,Checksum,Checksum Checker,Collection Manager 6.x (Deprecated),Collection Solution Pack,Compound Object Solution Pack,Content Model Viewer 6.x (Deprecated),Disk Image Solution Pack,Documentation,Drupal Servlet Filter,Entities Solution Pack,FITS module,Fedora Microservices,Harvester Module 6.x (Deprecated),IP Embargo,Image Annotation Solution Pack,Importer,Internet Archive Bookreader,Islandora Image Viewer (Deprecated),Islandora Module (Core),JWPlayer,Large Image Solution Pack,MARCXML,Newspaper Batch,Newspaper Solution Pack,OAI Provider,OCR,Object Field (PID Field),Objective Forms,Ontology,OpenSeadragon,PDF Solution Pack,PDF.js,PHP Lib,PREMIS,Paged Content,Pathauto,Populator,Scholar Module,Scholar Module 6.x (Deprecated),Simple Workflow,Solr Facet Pages,Solr Metadata,Solr Search,Solr Views,Sync (Deprecated),Tuque API,Usage Stats,User Interface,Video Solution Pack,Video.js,Virtual machine,Web ARChive Solution Pack,XACML Editor,XACML Policies,XML Form Builder,XML Form Element: FieldPanel,XML Sitemap,citeproc-php
ISLANDORA-1632,"Solr settings: Add a confirmation screen before ""Reset to default""","The Solr Settings page (admin/islandora/search/islandora_solr/settings) includes a ""Reset to defaults"" button, which wipes out all customizations a user has made. Clicking the button resets them immediately, meaning there is a high chance that an administrator could reset the defaults (and lose a lot of work) by accident.    Suggest adding a confirmation dialog beofre the reset button takes effect.",Solr Search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1633,--create_pdfs: Add support for creating and storing PDF of entire book,"After reviewing the following code, I believe all ""--create_pdfs"" is doing today is setting islandora_paged_content to create a PDF for each page:  https://github.com/Islandora/islandora_book_batch/blob/7.x/includes/islandora_book_batch.inc#L407-L409    I wish book batch supported islandora_paged_content's option of combining all page PDFs into a single PDF stored in the book object:  https://github.com/Islandora/islandora_paged_content/blob/7.x/includes/manage_pages.inc#L140",Book Batch,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1634,More options for Altmetric identifiers (beyond DOI),"It would be really valuable to use Altmetric's capabilities for tracking objects without a DOI, as the current implementation of this module is quite limiting.    Altmetric tracks a number of things as standard: PMID, arXivID, ADS ID, SSRN, RePEC ID, Handle.net ID, and even the URI itself.    API guidelines for fetching details by URI are here: http://api.altmetric.com/docs/call_uri.html    Would be useful to have the module look first at DOI, then if not DOI use X, if not X use Y, if not Y use URI sort of thing... Could possibly recycle the code from the Scholar module's Google Scholar search link generator, which searches by DOI first, and if no DOI then uses Title.",Altmetrics,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1635,Usage Stats' IP exclusion list should allow wildcards,"For institutions, it would be useful to block entire IP ranges from the Islandora Usage Stats records. In our specific case, being able to exclude 137.149.66.* would save us from typing (and managing) a very long list. Right now, the usage stats module just checks if the IP address is in an array.     ",Usage Stats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1636,Nesting level too deep,When trying to enable modules an error was generated. This was on a more advanced PHP than usual (PHP 5.5.9):    PHP Fatal error:  Nesting level too deep - recursive dependency? in ...libraries/tuque/Object.php on line 562    Moving to a strict object equality check prevents the recursion.      Steps to Reproduce:  Try to enable solution packs on PHP 5.5.9.  Note that the enable fails with the indicated error.      Test Case:  Apply fix.  Try to enable solution packs on PHP 5.5.9.  Enable succeeds.    ----  William Panting  Developer  discoverygarden inc. | Managing Digital Content  ,Tuque API,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1637,Disagreements between hook naming convention and implementation in XML Form Builder,"Somewhere along the way a disagreement has popped up between the names of XML Form Builder hooks and the actual implementations. For example:  https://github.com/Islandora/islandora_xml_forms/blob/7.x/builder/includes/associations.inc#L156  Refers to ""xml_form_builder_get_transforms"", whereas  https://github.com/Islandora/islandora_solution_pack_entities/blob/7.x/islandora_entities.module#L537  Attempts to implement ""islandora_xml_form_builder_get_transforms"". That's what it used to be called in the .api.php:  https://github.com/Islandora/islandora_xml_forms/commit/202edf265ec8ff132b34daaac0beec44cf28decd  But that was fixed at some point:  https://github.com/Islandora/islandora_xml_forms/blob/7.x/builder/xml_form_builder.api.php#L32  And even then, this other hook in the .api.php currently uses the islandora_ prefix:  https://github.com/Islandora/islandora_xml_forms/blob/7.x/builder/xml_form_builder.api.php#L17  Point being is we should get this stuff sorted out, because transforms and self-transforms are currently broken    --Use Case--  Ensure consistency with xml form hook names and calling the hooks has no issues.       --Technical Approach--  Make hook names consistent and make sure that changes to them are reflected when hooks are called.         --Test Case--  Ensure that XML Form Builder hooks are named using proper naming conventions, and that implementing them as described in the .api.php functions.     Grep around for existing implementations of these hooks and make sure none of them are broken.    --Impact--  Should not have associated risks.      ----  Your Name  Developer  discoverygarden inc. | Managing Digital Content",XML Form Builder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISLANDORA-1638,"Adding non-citation, non-thesis objects into scholar profiles","Presently, the Entities Solution Pack is hard-coded to extract only Thesis and Citation objects into an associated Person's scholar profiles. (Relevant code here: https://github.com/Islandora/islandora_solution_pack_entities/blob/7.x/includes/utilities.inc#L116-L165)    We propose an  improvement to the Entities Solution Pack, allowing the administrator to select on an admin screen which content models are included in a Person object's scholar profile. Currently only theses and citations are included; this update would provide the option to add (or remove) any of the Islandora content models.    Pieces to consider:  * Under the ""Recent Citations"" feed, objects could be separated under headings, according to content model  * Additional tabs created for each content model (alongside the Citations and Theses tabs that already exist)  * Tabs should not be visible if there are no objects from that content model (note that right now, tabs are still present even if no content exists - see example: http://www.google.com/url?q=http%3A%2F%2Farcabc.ca%2Fislandora%2Fobject%2Ftru%253A42%2Ftheses&sa=D&sntz=1&usg=AFQjCNHjIp_AEUwzAdfwqzCAob8O5FEQHA)  * On the admin screen, administrator should be able to select whether or not to include objects that are children of compound objects  * Admins would have to update their forms to create an author identifier field (or other appropriate field) for the Entities SP to look up. Documentation will be needed so people will know precisely what kind of MODS field the SP is looking for.",Entities Solution Pack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1639,Enable Islandora Scholar Embargo to integrate with third party modules,"I need to be able to have embargoes apply to any datastream on any content model, and to groups (categories) of datastreams (e.g. ""derivatives"", ""metadata""), and to have embargoes be applied by user role (see attached screenshots). As I have begun work on this, I have found that I cannot accomplish everything I need with current extensibility of the Islandora Scholar Embargo module.  I will initiate some pull-requests to provide the multiple datastreams capability directly (mentioned in comments, but not built in the current module) and hooks to permit third party modules into various points as needed.",Scholar Module,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1640,Cache the newspaper issue list,"Use Drupal's Cache API to cache the list of newspaper issues. Preliminary testing on a newspaper with about 200,00 pages shows that caching the issue list can result in page render times that drop from over 30 seconds for the uncached version versus about 50-60 ms for the cached version. I'll wait until after the 7.x-1.7 release to open PRs, but if anyone wants to test they can get the code from https://github.com/mjordan/islandora_solution_pack_newspaper/tree/cache_issue_list.",Newspaper Solution Pack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1641,List of months in issue browser should appear next to year,"In the newspaper solution pack's issue list browse interface, clicking on years that are not near the top of the list (i.e., that are below the browser window's bottom horizon) appears to do nothing. The collapsible list of months and days gets updated to reflect the issues in the current year, but the user can't see it since it is *above* the browser window's top horizon and out of view. The attached screencap (complete with bitmapped misspelling) illustrates.    I think most users expect to see the list of months and issues appear next to the year they click on, a behavior they would have seen if they clicked on a year near the top of the list. ",Newspaper Solution Pack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1642,Batch commands in drush get really far before failing if arguments are slightly wrong.,"Small errors in command lines result in hard to diagnose errors - even rejection at the Fedora level.     eg. using ```--content_models=islandora:sp_basic_image_cmodel``` will cause a 400 error from Fedora, which, in the logs, is because the DSID was null, which was actually because the content model didn't exist.     e.g. using ```--type=dir``` complains that ```Error: Call to undefined method IslandoraScanBatch::scanDir() in /var/www/drupal/htdocs/sites/all/modules/islandora_batch/includes/islandora_scan_batch.inc, line 35 ``` which makes sense when you realize it's ```--type=directory```. This is unobvious to diagnose because it was composed into a function variable, scanDir().     Can we validate the options before proceeding with batch preprocess?    ",Batch,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1643,Document how to handle discrepancies between the code base and https://github.com/Islandora-Labs/islandora_ontology,"Proposed addition to the README:  There may be discrepancies between the ontology as published and the codebase and that these issues will need to be resolved. In this case, a JIRA ticket should be submitted against the ontology and/or codebase.  Strong preference for the existing ontology should be shown in conflicts with new code and strong preference for the existing codebase (as it exists at the time of acceptance) should be shown if a conflict is found with the ontology.",Ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1644,ZIP Importer tosses warning when no primary datastream is detected,When zip importing a zip (such as the one on the ticket) to a content model where a primary datastream is not matched a warning will be thrown as it's possible a boolean is being attempted to be foreached.    --Steps to Reproduce--  Go to the book collection.  ZIP import the attached zip.  Note how there is a foreach warning thrown.    --Test Case--  Do the above and no warning.    ----  Jordan Dukart  Developer  discoverygarden inc. | Managing Digital Content,Importer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1645,Add auto-remove completed batch set's option to batch module admin form,"Add a checkbox option to auto-remove completed batch set's option to batch module admin form, defaults to disabled.    --Use Case--  Check the box when processing batch sets.    --Technical Approach--  Add a checkbox to the admin form which will call the function to remove the batch set.    ----  Brandon Morrissey  Developer  discoverygarden inc. | Managing Digital Content",Batch,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1646,Solr results field truncation links always displayed,"Ticket https://jira.duraspace.org/browse/ISLANDORA-1623 create a bug. When field truncation is enabled, the Show More / Show Less links are always displayed regardless if the field was actually truncated or not.    --Steps to Reproduce--  Enable field truncation on a field in Solr display settings.  Set the max length to 200 characters  Complete a Solr search  Fields with a value less than 200 characters will display ""Show More""      --Test Case--  Repeat the steps to reproduce  Fields with less than 200 characters should NOT display a ""Show More"" link      ----  Nelson Hart  Developer  discoverygarden inc. | Managing Digital Content",Solr Search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1647,Included cleanup XSLTs not removing empty names when roleTerms exist,"The cleanup self-transforms included with Islandora (i.e. islandora_cleanup_mods_extended.xsl) do not clean up empty parent elements if a prepopulated (but unwanted) child element exists.    Example: http://arcabc.ca/islandora/object/islandora%3A195/datastream/MODS/view#overlay-context=islandora/object/islandora%253A195    Detailed example:     The default Thesis form comes with different Name fields for specific roles, such as Author and Thesis Advisor. The roleTerms are prepopulated, and the submitter fills in namePart.    From the Form Builder:    Parent Tabpanel: <name type='personal'><role><roleTerm authority=""marcrelator"" type=""text"">author</roleTerm></role></name>    Child elements:   <namePart type='given'>%value%</namePart>    <namePart type='family'>%value%</namePart>    When filling in the form, for any fields left blank (in this case the Name field), an XML element is created looking like this:  <name type=""personal"">  <role>  <roleTerm authority=""marcrelator"" type=""text"">author</roleTerm>  </role>  </name>    It looks like because the <name> element contains some data (i.e. the populated roleTerm element), the XSLT fails to recognize it as an empty field, and leaves it in the cleaned-up MODS.    I'm honestly not sure whether there's a simple/logical way to make the XSLT understand when a field that contains data is in fact empty. Some possible logic for this specific kind of case might be that if a <name> field contains a <role> but no <namePart>, it should be considered empty.",XML Form Builder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISLANDORA-1648,Islandora Batch drush interface throws 401 Unauthorized errors when default front page is an Islandora object,"Islandora Batch's drush interface throws HTTP 401 Unauthorized errors during derivative generation if Drupal's default front page is set to be an Islandora object's URL (tested with both collection and non-collection object URLs). Derivatives are not successfully created.    This error could be related to the following block of code in islandora_batch.drush.inc:    {noformat}  function drush_islandora_batch_scan_preprocess() {    // XXX: Due to how Drush bootstrapping works, the connection may be created    // without credentials (when your site's front page is    // 'islandora/object/some:object', for example). Resetting to ensure a new    // connection gets created should fix it.    drupal_static_reset('islandora_get_tuque_connection');    $connection = islandora_get_tuque_connection();  {noformat}    Changing the site's default front page to something that is not the URL of an Islandora object results in error-free batch importing via the drush interface, as does enabling ""Defer derivative generation during ingest"" in the Islandora config options. Also, importing via the GUI does not produce any errors regardless of what the site's default front page is set to.    I noticed this behaviour on an up-to-date Islandora Vagrant.     ",Batch,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1649,Author meta tags are not in correct order if in an array. ,"When there are multiple authors in the MODs, the meta tags to not keep the order they are in in the MODs which can cause issues with how they are presented on google scholar.     --Use Case--  Multiple authors need to retain an certain order so that lead author and contributors are correct.       --Technical Approach--  Will need to add a weighting to the citation_author elements so that the meta tags respect the ordering from MODs.      --Test Case--  A MODs with an array of authors in a specific order shows the same ordering in the html meta tags.     --Impact--  Should not prove to have associated risks.     ----  Kylea Jackson  Developer  discoverygarden inc. | Managing Digital Content  ",Scholar Module,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1650,Enhance list of dependencies for JWPlayer module,"The entry for the ""JW Player Module"" on the Drupal ""Modules"" page should show that ""jwplayer.js"" as a dependency. Currently, there is no indication that this dependency exists.    This is also true for the ""Islandora video.js"" module, which requires the vidoejs library.","JWPlayer,Video.js",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ISLANDORA-1651,Islandora bookmark sets $_SESSION for anonymous users,"Islandora bookmark allows anonymous users to manage Bookmarks. This behaviour is implemented using global $_SESSION php variable, which to leads to drupal to initialise a full SESSION using  SESSxxxx cookie, (see https://api.drupal.org/api/drupal/includes!bootstrap.inc/function/drupal_settings_initialize/7)    same used by Drupal to track current logged in users. This prevents caching systems like Varnish to detect correctly if a page is being viewed  by an anonymous User (and candidate for caching) or by a logged User(different caching strategy if any).    The correct behaviour for this operations could be to use   user_cookie_save() ) https://api.drupal.org/api/drupal/modules%21user%21user.module/function/user_cookie_save/7) which leads to a visitor cookie that does not interfere with caching mechanisms that relay on detecting an active logged user cookie, or relay on other mechanism.  Also, having a drupal session in place for anonymous users adds performance penalties  http://facingworlds.com/drupal-7-bootstrap-explained-drupalbootstrapsession-and-drupals-session-handling       ",Bookmark,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1652,JAIL display fails if access is denied to a sibling object,"Conditions:  * Compound object with more than one child object.  * A child is protected from viewing by an xacml policy.  * The JAIL block is displayed.  * You are viewing one of the other child objects.    ""RepositoryException: Unauthorized"" is thrown, preventing display of the entire page. It's fine when you view the parent object, but as soon as you click on a child object to try to view it, you get the error.",Compound Object Solution Pack,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1653,Generate the newspaper Issue listing from Solr,"In the spirit of improved performance, generate the listing of issues of a newspaper from Solr instead of from the resource index.",Newspaper Solution Pack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1654,islandora-object-metadata legend display:none by default?,"SOLR metadata display does not work out of the box because included stylesheet has metadata display set to ""display:none""  https://github.com/Islandora/islandora_solution_pack_entities/blob/7.x/css/islandora-person.css#L47-L49    I would like the solution pack to work smoother out of the box, so my vote is to make adjustments to the stylesheet and enable metadata display by default.    Please let me know your thoughts:  ",Entities Solution Pack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1655,Drupal form element name collides between XML forms and datepicker,"XML forms defines a datepicker element for use: https://github.com/Islandora/islandora_xml_forms/blob/7.x/elements/xml_form_elements.module#L54-L59. The Drupal contrib module datepicker also defines a datepicker element http://cgit.drupalcode.org/datepicker/tree/datepicker.module?h=7.x-1.x#n6.    The islandora_usage_stats module requires datepicker to be enabled to use datepicker_views for some date filtering functionality. As such when islandora_usage_stats and islandora_xml_forms are present on the same box install things collide and won't work as expected.    The Drupal date module supplies a date_popup module which provides the same functionality with an added time element. The common thread between islandora_xml_forms, datepicker and date_popup is they all utilize the same datepicker JS functionality so UI wise not much differs.   Similarly using the '#timepicker' => FALSE option on date_popup will render an identical element to islandora_xml_forms datepicker element functionality and all. The problem lies in that these custom properties aren't exposed to be set through formbuilder.    As such I see a couple of potential courses of action:  -Document around this (probably not the best)  -Deprecate and remove the element from islandora_xml_forms  -Rename the existing element within islandora_xml_forms to be unique    Grepping through all of core Islandora none of the forms/anywhere else are using an element type of '#datepicker'. However, some dgi clients do have instances of these in their forms albeit not using islandora_usage_stats in tow.","Usage Stats,XML Form Builder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ISLANDORA-1656,Document the meaning of isPageNumber and isSequenceNumber.,"Follow-up ticket from ISLANDORA-1473.    The RELS-EXT predicates isPageNumber and isSequenceNumber are used by Paged Content, Book, Book Batch, and Newspaper Batch.     isPageNumber should contain the identifier written on or contained in the page itself, for example, 7, iv, or C3.    isSequenceNumber is used to order items within the paged content model, must be a nonNegative integer (positive integer?).     I believe (though cannot prove) that isPageNumber was functional in Islandora 6, it is never used in any official Islandora 7.x code after being set. The fact that this predicate is non-functional ('deprecated'?  'vestigial'? 'unimplemented'?) should be communicated somehow, perhaps in the ontology.         ",Ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1657,Names with non-lowercase roleterms missing in citations,"If the roleTerm of a name is not all lower case, the name won't be included in the citation.    eg:  {code:xml}    <name type=""personal"">      <namePart>Hart, Nelson</namePart>      <role>        <roleTerm authority=""marcrelator"" type=""text"">Author</roleTerm>      </role>    </name>  {code}    --Steps to Reproduce--  Find or add a citation object via scholar module  Add an author to the record  Make sure the role/roleTerm is ""Author""  The author with roleTerm ""Author"" won't be included in the rendered citation for the object    --Test Case--  Replace the MODS DS of a citation object with the supplied MODS XML  Prior to the PR the citation will be:  Last, F. (2014). Title about some citation. Some other title. Retrieved from http://someurl.com    After applying the PR, the citation will be:  Hart, N., & Last, F. (2014). Title about some citation. Some other title. Retrieved from http://someurl.com    ----  Nelson Hart  Developer  discoverygarden inc. | Managing Digital Content",Scholar Module,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1658,Scholar default forms incorrectly use lower-case roleTerm values.,"The default scholar citation form uses <name> tags with <role><roleTerm authority=""marcrelator"" type=""text""> values of 'author', 'editor', and 'translator'. This is incorrect. The marcrelator vocabulary includes 'Author', 'Editor', and 'Translator'.     The default thesis form also includes 'Thesis advisor' (correct), 'Committee member' (incorrect, not part of marcrelator), and 'Degree grantor' (incorrect; use 'Degree granting institution')    Prior to fixing https://jira.duraspace.org/browse/ISLANDORA-1657, the correct roleTerm 'Author' would cause the author to not appear in the citation. Now that is fixed, I'd like to propose we stop supplying/requiring incorrect marcrelator values in our default form.     Ideas welcome for how we roll this out, especially in the case of the thesis form where the changes are more likely to impact resulting solr fields names.",Scholar Module,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1659,Checksum Not Changing,"Not sure if this is a bug and/or if it is isolated to 7.x-1.7  Trying to switch from SHA-1 to anything else    Going to Checksum Configuration > Checksum type > change value to another value  Select Collection > click enable  Appears to work. Click Save  Go to collection object > manage > PREMIS  Still original value, no change was was made.   Checked in Fedora and it's the same as the original. It says SHA-1. (Not sure if this mean anything)  Note: The original SHA-1 value is correct it just won't change.   ",Checksum,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1660,Checksum duplicate versions,Apply 'RETROACTIVELY ENABLE CHECKSUMS' causes the creation of multiple versions of the derivatives.      Screenshot shows duplicates made and when check under image Datastreams this versions jump from 1 to 3 for most but not all derivatives.   ,Checksum,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1661,apply islandora_solr_replace_slashes to field value,"If ""Link the value to a Solr search result."" is enabled on a field, we should be running islandora_solr_replace_slashes on the field value to ensure the link will not blow up.    Steps to Reproduce  - add RELS_EXT_hasModel_uri_s in the solr display settings and enable ""Link the value to a Solr search result."" on the field.  - complete a simple solr search in the UI  - click on the new linked field value.  - prior to this fix, the link will return a 400 error  - after this fix is applied, the search will return all the objects having which ever model you clicked on.    Test Case  - refer to the 'steps to reproduce'    ----  Brandon Morrissey  Developer  discoverygarden inc. | Managing Digital Content",Solr Search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1662,Add rdfs:description for http://islandora.ca/ontology/relsext/#dateIssued,What the title says,Ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1663,Add rdfs:description for http://islandora.ca/ontology/relsext/#generate_ocr,What the title says.,Ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1664,Add rdfs:description for REL-EXT and RELS-INT terms,See all sub-items.,Ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
